Timestamp,Gender,Degree,BusinessMarket,ProgrammingLanguages,BusinessSize,Title,Level,Yoe,YoeBuckets,TotalCompensationEgp,WorkSetting,BusinessFocus,BusinessLine,TotalCompensationEgpBuckets,Industries,IsEgp,CompanyLocation
4/2/2024 12:20:47,Male,No,,"JavaScript, TypeScript, HTML/CSS",A Start-up,Frontend Engineer,Senior,6,5-8,"110,580.00",Hybrid,Product-based company,B2C,100-120K,Healthcare,Another currency (e.g USD),Cairo
4/2/2024 12:21:33,Male,Yes,,"JavaScript, TypeScript",A Start-up,Backend Engineer,Junior,1,0-1,"12,000.00",Remote/Egypt,Product-based company,B2C,10-15K,Healthcare,EGP,No site in Egypt
4/2/2024 12:22:41,Male,Yes,Regional,C#,A Small and Medium Enterprise,Backend Engineer,Mid-level,2,1-3,"24,250.00",Hybrid,Software House,B2C,20-25K,Supply Chain,Another currency (e.g USD),Cairo
4/2/2024 12:22:48,Male,No,,Ruby,A Start-up,Backend Engineer,Mid-level,2.7,1-3,"53,000.00",Remote/Egypt,Product-based company,B2B,50-60K,"Delivery, Supply Chain",EGP,Cairo
4/2/2024 12:23:17,Male,Yes,Regional,"Python, bash",A Small and Medium Enterprise,DevOps / SRE / Platform,Mid-level,4,3-5,"27,000.00",Remote/Abroad,Software House,B2B,25-30K,"Automotive, Technology",EGP,No site in Egypt
4/2/2024 12:24:06,Male,Yes,,"Python, TypeScript",A Start-up,Full-stack Engineer,Mid-level,3.5,3-5,"177,025.00",Remote/Abroad,Product-based company,B2B,160-180K,Accounting AI,Another currency (e.g USD),No site in Egypt
4/2/2024 12:25:52,Male,Yes,,"JavaScript, TypeScript",A Start-up,Backend Engineer,Mid-level,2,1-3,"20,000.00",Remote/Egypt,Software House,B2B & B2C lines,20-25K,Education,EGP,Cairo
4/2/2024 12:26:07,Male,Yes,,"PHP, HTML/CSS",A Start-up,Backend Engineer,Junior,1,0-1,"5,000.00",Office,Software House,B2B & B2C lines,5-10K,"Technology, Education, Production",EGP,Mansoura
4/2/2024 12:26:16,Female,Yes,,,A Large Enterprise/Multinational Company,Technical Support,Junior,1,0-1,"26,000.00",Remote/Egypt,Software House,B2B & B2C lines,25-30K,"Technology, Human Resources Services, Production",EGP,Cairo
4/2/2024 12:27:16,Male,Yes,Global,"Java, JavaScript, Python, TypeScript",A Small and Medium Enterprise,Backend Engineer,Mid-level,5,3-5,"225,925.00",Relocated,Software House,B2B,200+,"Telecommunications, Technology",Another currency (e.g USD),Cairo
4/2/2024 12:27:32,Male,Yes,,"C#, JavaScript, HTML/CSS",A Start-up,Backend Engineer,Senior,2,1-3,"25,000.00",Hybrid,Software House,B2B & B2C lines,25-30K,"Delivery, Ticketing",EGP,Cairo
4/2/2024 12:28:09,Male,Yes,Regional,Python,A Large Enterprise/Multinational Company,"R&D Engineer (Computer Vision, NLP, etc.)",Mid-level,2.5,1-3,"27,500.00",Remote/Abroad,Product-based company,B2B,25-30K,"Automotive, Technology",EGP,No site in Egypt
4/2/2024 12:28:58,Male,Yes,,"JavaScript, Ruby",A Start-up,Full-stack Engineer,Mid-level,3,1-3,"53,350.00",Remote/Abroad,Product-based company,B2B,50-60K,Telecommunications,Another currency (e.g USD),No site in Egypt
4/2/2024 12:29:16,Male,Yes,,Dart,A Start-up,Mobile Development Engineer,Junior,1,0-1,"13,000.00",Hybrid,Product-based company,B2B,10-15K,Delivery,EGP,Cairo
4/2/2024 12:29:52,Male,Yes,,C#,A Start-up,DevOps / SRE / Platform,Junior,1,0-1,"19,400.00",Remote/Abroad,Software House,B2B & B2C lines,15-20K,"Healthcare, Delivery, Supply Chain, Transportation, Technology, Education, Production",Another currency (e.g USD),No site in Egypt
4/2/2024 12:30:00,Male,Yes,,"Java, Python",A Start-up,QA / SDET Engineer,Mid-level,1,0-1,"25,000.00",Hybrid,Product-based company,B2B,25-30K,Fintech,EGP,Cairo
4/2/2024 12:31:17,Female,Yes,,Python,A Small and Medium Enterprise,Data Scientist,Junior,3,1-3,"18,583.30",Remote/Egypt,Software House,B2B & B2C lines,15-20K,"Technology, Production, Cyber Security",EGP,Cairo
4/2/2024 12:31:35,Male,Yes,,PL/SQL,A Small and Medium Enterprise,Data Analytics,Junior,0,0-1,"4,000.00",Office,Product-based company,B2B,0-5K,Supply Chain,EGP,Borg El Arab
4/2/2024 12:31:51,Female,Yes,,"JavaScript, TypeScript",A Start-up,Frontend Engineer,Mid-level,3,1-3,"16,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,15-20K,Healthcare,EGP,Cairo
4/2/2024 12:32:09,Male,Yes,,"Python, SQL",A Large Enterprise/Multinational Company,Data Analytics,Senior,7,5-8,"43,500.00",Office,Bank,B2B,40-50K,Banking,EGP,Cairo
4/2/2024 12:32:14,Male,No,Regional,"PHP, JavaScript, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Senior,6,5-8,"94,300.00",Hybrid,Product-based company,B2B & B2C lines,80-100K,Food Delivery,Hybrid (e.g: Base in EGP and Cost of Living Allowance in EUR),Cairo
4/2/2024 12:32:48,Male,Yes,,JavaScript,A Start-up,Frontend Engineer,Junior,2.5,1-3,"48,500.00",Remote/Abroad,Product-based company,B2B & B2C lines,40-50K,Delivery,Another currency (e.g USD),No site in Egypt
4/2/2024 12:32:52,Male,Yes,Local,,A Start-up,Data Analytics,Junior,2,1-3,"30,000.00",Hybrid,Product-based company,B2B,30-35K,"Fintech, E-commerce",EGP,Cairo
4/2/2024 12:33:05,Male,Yes,,C#,A Large Enterprise/Multinational Company,Full-stack Engineer,Mid-level,3,1-3,"16,000.00",Remote/Egypt,Software House,B2B,15-20K,Fintech,EGP,Cairo
4/2/2024 12:33:29,Male,Yes,Global,Java,A Large Enterprise/Multinational Company,Backend Engineer,Senior,6,5-8,"70,000.00",Hybrid,Deploying one of our company product to customers,B2B,70-80K,Telecommunications,EGP,Cairo
4/2/2024 12:33:44,Male,Yes,Local,,A Large Enterprise/Multinational Company,Technical Support,Junior,1,0-1,"20,000.00",Hybrid,Telecommunications,B2B,20-25K,Telecommunications,EGP,Cairo
4/2/2024 12:33:52,Female,Yes,,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Senior,4.5,3-5,"55,000.00",Hybrid,Product-based company,B2B & B2C lines,50-60K,"Supply Chain, Transportation",EGP,giza
4/2/2024 12:34:47,Male,Yes,,Python,A Small and Medium Enterprise,Backend Engineer,Senior,4,3-5,"63,050.00",Remote/Abroad,Product-based company,B2B,60-70K,"Fintech, Telecommunications, Education, Human Resources Services",Another currency (e.g USD),Mansoura
4/2/2024 12:34:50,Male,Yes,,"Java, Python",A Small and Medium Enterprise,AI & Automation Engineer,Senior,2,1-3,"40,000.00",Hybrid,Product-based company,B2B,40-50K,Technology,EGP,Cairo
4/2/2024 12:35:24,Male,Yes,,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Mid-level,2,1-3,"10,000.00",Office,Product-based company,B2B,10-15K,Healthcare,EGP,Alexandria
4/2/2024 12:35:25,Male,Yes,,Java,A Large Enterprise/Multinational Company,Backend Engineer,Mid-level,3,1-3,"48,500.00",Hybrid,Product-based company,B2B,40-50K,"Supply Chain, Manufacturing, Mainly microelectronics data",Another currency (e.g USD),Cairo
4/2/2024 12:35:58,Male,Yes,,,A Small and Medium Enterprise,Technical Support,Junior,1,0-1,"8,000.00",Office,Product-based company,B2B,5-10K,Technology,EGP,Cairo
4/2/2024 12:37:00,Male,Yes,,Java,A Small and Medium Enterprise,Backend Engineer,Junior,0,0-1,"17,166.66",Office,Software House,B2B,15-20K,Technology,EGP,Cairo
4/2/2024 12:37:06,Male,Yes,Global,"C#, Java",A Large Enterprise/Multinational Company,Backend Engineer,Mid-level,3,1-3,"45,000.00",Hybrid,Product-based company,B2B & B2C lines,40-50K,Telecommunications,EGP,Cairo
4/2/2024 12:37:12,Male,Yes,Global,Python,A Start-up,Data Engineer,Mid-level,5,3-5,"77,000.00",Hybrid,Product-based company,B2B & B2C lines,70-80K,"Fintech, Delivery, Transportation",EGP,Cairo
4/2/2024 12:39:11,Female,Yes,,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Senior,7,5-8,"115,575.50",Hybrid,Software House,B2B & B2C lines,100-120K,"Fintech, Insurtech",Another currency (e.g USD),Cairo
4/2/2024 12:39:34,Male,No,,TypeScript,A Start-up,Backend Engineer,Junior,1,0-1,"5,000.00",Remote/Egypt,Product-based company,B2B,5-10K,"Telecommunications, Human Resources Services",EGP,Cairo
4/2/2024 12:40:03,Male,Yes,,"JavaScript, TypeScript, HTML/CSS",A Start-up,Frontend Engineer,Junior,2,1-3,"12,000.00",Remote/Egypt,Product-based company,B2B,10-15K,Supply Chain,EGP,Cairo
4/2/2024 12:40:04,Male,Yes,,C/C++,A Small and Medium Enterprise,Embedded Systems Engineer,Team Lead,12,10-12,"35,000.00",Office,Product-based company,B2B & B2C lines,35-40K,Healthcare,EGP,Cairo
4/2/2024 12:40:09,Male,No,,JavaScript,A Start-up,Frontend Engineer,Senior,3,1-3,"69,100.00",Hybrid,Product-based company,B2B & B2C lines,60-70K,"Fintech, Insurance, Telecommunications, Technology",EGP,Maadi
4/2/2024 12:40:24,Female,Yes,,"JavaScript, Python, Ruby, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Mid-level,6,5-8,"268,707.00",Remote/Abroad,Product-based company,B2B,200+,Healthcare,Another currency (e.g USD),No site in Egypt
4/2/2024 12:41:09,Male,Yes,,"JavaScript, Python, TypeScript",A Large Enterprise/Multinational Company,Full-stack Engineer,Mid-level,2,1-3,"65,795.10",Remote/Egypt,Product-based company,B2B,60-70K,Risk management and GRC,Another currency (e.g USD),Cairo
4/2/2024 12:41:13,Male,Yes,Regional,"JavaScript, HTML/CSS",A Large Enterprise/Multinational Company,Frontend Engineer,Junior,0,0-1,"8,000.00",Remote/Egypt,Software House,B2B & B2C lines,5-10K,Fintech,EGP,Cairo
4/2/2024 12:41:33,Male,Yes,,"JavaScript, TypeScript, HTML/CSS",A Start-up,Frontend Engineer,Senior,6,5-8,"77,600.00",Remote/Abroad,Product-based company,B2B & B2C lines,70-80K,Politics,Another currency (e.g USD),No site in Egypt
4/2/2024 12:42:02,Male,Yes,Local,Kotlin,A Start-up,Mobile Development Engineer,Senior,6,5-8,"75,000.00",Remote/Egypt,Product-based company,B2B,70-80K,"Fintech, Supply Chain, Technology",EGP,Cairo
4/2/2024 12:42:17,Male,No,,"C#, Python",A Start-up,Backend Engineer,Team Lead,18,15-20,"97,000.00",Remote/Abroad,Product-based company,B2B & B2C lines,80-100K,"Manufacturing, Technology, Food & Beverage",Another currency (e.g USD),Alexandria
4/2/2024 12:42:22,Male,No,,"Java, Go, Dart",A Small and Medium Enterprise,Mobile Development Engineer,Senior,4,3-5,"82,450.00",Remote/Abroad,Product-based company,B2B & B2C lines,80-100K,Fintech,Another currency (e.g USD),No site in Egypt
4/2/2024 12:42:59,Male,No,,Python,A Small and Medium Enterprise,Data Scientist,Junior,0,0-1,"30,000.00",Remote/Egypt,Product-based company,B2B,30-35K,,EGP,Cairo
4/2/2024 12:45:04,Male,Yes,,,A Start-up,"Executive (C-level, director, etc.)",C-Level,13,12-15,"9,263,500.00",Relocated,Product-based company,B2B & B2C lines,200+,Fintech,Another currency (e.g USD),No site in Egypt
4/2/2024 12:46:01,Male,Yes,,,A Small and Medium Enterprise,Product Owner,Mid-level,3,1-3,"25,000.00",Office,Product-based company,B2B & B2C lines,25-30K,"Healthcare, Delivery, Manufacturing",EGP,Cairo
4/2/2024 12:48:57,Male,Yes,Regional,Python,A Large Enterprise/Multinational Company,Systems Architect,Team Lead,9,8-10,"123,000.00",Hybrid,solution provider,B2B,120-140K,"Fintech, Healthcare, Transportation, Telecommunications, Energy, Manufacturing, Technology, Education, Agriculture, Production",EGP,Cairo
4/2/2024 12:49:15,Male,Yes,,JavaScript,A Small and Medium Enterprise,Backend Engineer,Mid-level,3,1-3,"20,000.00",Remote/Egypt,Product-based company,B2B,20-25K,Education,EGP,Cairo
4/2/2024 12:49:23,Male,Yes,Global,Java,A Large Enterprise/Multinational Company,QA / SDET Engineer,Junior,1.5,1-3,"37,000.00",Hybrid,Software House,B2B & B2C lines,35-40K,"Fintech, Insurance, Telecommunications",EGP,Cairo
4/2/2024 12:49:35,Female,Yes,Global,"PHP, HTML/CSS",A Small and Medium Enterprise,Backend Engineer,Junior,1,0-1,"14,670.00",Hybrid,Product-based company,B2B,10-15K,Technology,EGP,Alexandria
4/2/2024 12:51:20,Male,Yes,,Java,A Large Enterprise/Multinational Company,Backend Engineer,Mid-level,2,1-3,"42,000.00",Hybrid,Product-based company,B2B,40-50K,Technology,EGP,Cairo
4/2/2024 12:52:23,Male,Yes,,"C#, Java, Python, C/C++, Kotlin",A Small and Medium Enterprise,Mobile Development Engineer,Mid-level,4,3-5,"21,000.00",Hybrid,Software House,B2B,20-25K,"Fintech, Healthcare, Delivery, Transportation, Technology, Education",EGP,Cairo
4/2/2024 12:52:35,Male,Yes,Global,C/C++,A Large Enterprise/Multinational Company,Embedded Systems Engineer,Mid-level,3,1-3,"55,000.00",Hybrid,Product-based company,B2B,50-60K,Automotive,EGP,Cairo
4/2/2024 12:54:02,Male,Yes,,,A Start-up,"Executive (C-level, director, etc.)",C-Level,13,12-15,"1,212,500.00",Remote/Abroad,Product-based company,B2C,200+,Food ordering and loyalty,Another currency (e.g USD),No site in Egypt
4/2/2024 12:54:24,Female,Yes,Global,"Java, PHP, JavaScript, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Mid-level,1.5,1-3,"30,000.00",Remote/Egypt,Software House,B2B,30-35K,"Technology, Government services",EGP,Alexandria
4/2/2024 12:54:45,Male,Yes,,"C#, JavaScript, HTML/CSS",A Small and Medium Enterprise,Full-stack Engineer,Junior,0.5,0-1,"25,000.00",Hybrid,Software House,B2B,25-30K,"Fintech, Energy, Education, Law",EGP,Cairo
4/2/2024 12:56:13,Male,Yes,Global,Python,A Large Enterprise/Multinational Company,Data Engineer,Senior,5,3-5,"46,200.00",Hybrid,Software House,B2B,40-50K,"Telecommunications, Technology",EGP,Cairo
4/2/2024 12:56:56,Male,Yes,Global,ABAP,A Large Enterprise/Multinational Company,Backend Engineer,Junior,1,0-1,"17,000.00",Remote/Egypt,Multinational tech company,B2B,15-20K,business management software,EGP,Cairo
4/2/2024 12:57:31,Female,Yes,,,A Large Enterprise/Multinational Company,Product Owner,Senior,6,5-8,"82,450.00",Hybrid,Product-based company,B2B,80-100K,"Automotive, Manufacturing, Technology, Electronics",Another currency (e.g USD),Cairo
4/2/2024 12:58:44,Female,No,,C#,A Small and Medium Enterprise,Backend Engineer,Senior,4,3-5,"32,000.00",Remote/Egypt,Software House,B2B & B2C lines,30-35K,Technology,EGP,Cairo
4/2/2024 12:58:57,Male,No,,Python,A Start-up,Frontend Engineer,Mid-level,2,1-3,"63,050.00",Remote/Abroad,Product-based company,B2B & B2C lines,60-70K,PropTech,Another currency (e.g USD),No site in Egypt
4/2/2024 12:59:50,Male,No,,"Java, JavaScript, Python, Kotlin, HTML/CSS",A Small and Medium Enterprise,Mobile Development Engineer,Staff,10,8-10,"169,750.00",Remote/Abroad,Product-based company,B2B & B2C lines,160-180K,"Technology, Community Builders and Event Management",Another currency (e.g USD),No site in Egypt
4/2/2024 13:00:22,Male,Yes,,"Java, JavaScript, Python, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Mid-level,4,3-5,"28,000.00",Office,Software House,B2B & B2C lines,25-30K,"Fintech, Technology",EGP,Cairo
4/2/2024 13:02:08,Male,No,Regional,"JavaScript, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Mid-level,2.4,1-3,"66,000.00",Hybrid,Product-based company,B2B,60-70K,Insurance,Hybrid (e.g: Base in EGP and Cost of Living Allowance in EUR),Cairo
4/2/2024 13:04:06,Male,Yes,,Python,A Small and Medium Enterprise,DevOps / SRE / Platform,Junior,2,1-3,"16,500.00",Office,Software House,B2B,15-20K,Fintech,EGP,Cairo
4/2/2024 13:08:16,Male,Yes,Global,"Java, Kotlin",A Large Enterprise/Multinational Company,Mobile Development Engineer,Senior,5,3-5,"48,000.00",Hybrid,Product-based company,B2C,40-50K,Telecommunications,EGP,Cairo
4/2/2024 13:08:51,Male,Yes,Global,,A Large Enterprise/Multinational Company,Embedded Systems Engineer,Team Lead,10,8-10,"162,300.00",Hybrid,Software House,B2C,160-180K,"Automotive, Transportation, Manufacturing, Technology",Another currency (e.g USD),Cairo
4/2/2024 13:11:23,Male,Yes,Regional,"JavaScript, TypeScript, Kotlin, Swift",A Large Enterprise/Multinational Company,Mobile Development Engineer,Senior,7,5-8,"170,830.00",Office,Product-based company,B2B & B2C lines,160-180K,"Fintech, Insurance, Supply Chain, Transportation, Technology",Hybrid (e.g: Base in EGP and Cost of Living Allowance in EUR),Alexandria
4/2/2024 13:12:07,Male,Yes,,Python,A Small and Medium Enterprise,AI & Automation Engineer,Junior,1,0-1,"13,000.00",Hybrid,Product-based company,B2B,10-15K,"Fintech, Technology",EGP,Cairo
4/2/2024 13:14:41,Male,Yes,,,A Small and Medium Enterprise,Security/Network Engineer,Junior,1,0-1,"22,500.00",Hybrid,Consultant,B2B,20-25K,,EGP,Cairo
4/2/2024 13:15:53,Male,Yes,Global,,A Large Enterprise/Multinational Company,Systems Architect,Senior,8,5-8,"70,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,70-80K,"Delivery, Transportation",EGP,Cairo
4/2/2024 13:16:05,Female,Yes,Global,Python,A Large Enterprise/Multinational Company,Data Analytics,Junior,2.5,1-3,"53,350.00",Hybrid,consultancy,B2B,50-60K,Audit,Another currency (e.g USD),Cairo
4/2/2024 13:16:20,Male,Yes,,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Junior,1,0-1,"10,000.00",Remote/Egypt,Product-based company,B2C,10-15K,Technology,EGP,Cairo
4/2/2024 13:16:58,Male,Yes,Regional,Java,A Large Enterprise/Multinational Company,Backend Engineer,Junior,1,0-1,"16,150.00",Office,Software House,B2B,15-20K,"Fintech, Healthcare, Transportation, Technology",EGP,Cairo
4/2/2024 13:17:41,Male,Yes,,Go,A Small and Medium Enterprise,Backend Engineer,Mid-level,3,1-3,"48,500.00",Hybrid,Product-based company,B2C,40-50K,Education,Another currency (e.g USD),Cairo
4/2/2024 13:20:04,Male,No,Regional,Ruby,A Start-up,Backend Engineer,Junior,1.75,1-3,"46,075.00",Hybrid,Product-based company,B2B,40-50K,Fintech,Another currency (e.g USD),Cairo
4/2/2024 13:23:11,Male,Yes,,"JavaScript, TypeScript, Kotlin",A Start-up,Backend Engineer,Junior,1,0-1,"18,000.00",Remote/Egypt,Product-based company,B2C,15-20K,"Delivery, Ecommerce",EGP,Cairo
4/2/2024 13:23:31,Male,Yes,,"Python, SQL",A Small and Medium Enterprise,Data Analytics,Junior,1.5,1-3,"48,500.00",Remote/Abroad,Software House,B2C,40-50K,Technology,Another currency (e.g USD),No site in Egypt
4/2/2024 13:26:25,Male,Yes,,Swift,A Large Enterprise/Multinational Company,Mobile Development Engineer,Senior,4,3-5,"30,000.00",Hybrid,Software House,B2B & B2C lines,30-35K,"Fintech, Telecommunications, Energy, Technology, Human Resources Services",EGP,Cairo
4/2/2024 13:27:08,Male,Yes,Regional,"PHP, HTML/CSS",A Small and Medium Enterprise,Backend Engineer,Junior,0,0-1,"14,750.00",Remote/Egypt,Software House,B2B,10-15K,E-Commerce,EGP,Cairo
4/2/2024 13:28:00,Male,No,,,A Start-up,Product Manager,Mid-level,3,1-3,"15,600.00",Remote/Egypt,Product-based company,B2B,15-20K,Education,EGP,Cairo
4/2/2024 13:28:18,Female,Yes,,Java,A Small and Medium Enterprise,QA / SDET Engineer,Junior,1.5,1-3,"16,000.00",Remote/Egypt,Software House,B2B,15-20K,Fintech,EGP,Cairo
4/2/2024 13:30:07,Female,Yes,,Kotlin,A Start-up,Mobile Development Engineer,Mid-level,3.5,3-5,"36,375.00",Hybrid,Software House,B2B,35-40K,Technology,Another currency (e.g USD),Alexandria
4/2/2024 13:31:49,Male,No,Global,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Full-stack Engineer,Mid-level,3.5,3-5,"22,750.00",Hybrid,Software House,B2B,20-25K,"Automotive, Technology",EGP,Cairo
4/2/2024 13:32:05,Male,Yes,Global,Python,A Large Enterprise/Multinational Company,AI & Automation Engineer,Junior,1,0-1,"23,000.00",Hybrid,Product-based company,B2B,20-25K,"Telecommunications, Technology",EGP,Cairo
4/2/2024 13:35:25,Male,Yes,,PHP,A Large Enterprise/Multinational Company,Backend Engineer,Senior,7,5-8,"97,000.00",Hybrid,Out source,B2C,80-100K,"Fintech, Healthcare, Insurance, Automotive, Delivery, Supply Chain, Transportation, Telecommunications, Energy, Manufacturing, Technology, Education, Human Resources Services, Law, Agriculture, Production",Another currency (e.g USD),Cairo
4/2/2024 13:36:10,Male,Yes,Global,,A Large Enterprise/Multinational Company,Full-stack Engineer,Junior,2,1-3,"35,000.00",Hybrid,Product-based company,B2C,35-40K,,EGP,Cairo
4/2/2024 13:36:25,Male,Yes,,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Junior,2,1-3,"68,627.50",Remote/Egypt,Product-based company,B2B,60-70K,"Telecommunications, Technology",Another currency (e.g USD),Alexandria
4/2/2024 13:37:01,Female,No,,,A Start-up,UI/UX Designer/Engineer,Mid-level,2.5,1-3,"18,000.00",Office,Product-based company,B2B & B2C lines,15-20K,Education,EGP,Cairo
4/2/2024 13:38:25,Male,No,,Python,A Start-up,Data Scientist,Junior,1,0-1,"15,000.00",Remote/Abroad,Product-based company,B2B,15-20K,"Fintech, Healthcare, Technology",EGP,No site in Egypt
4/2/2024 13:38:44,Male,No,,"JavaScript, TypeScript",A Start-up,Full-stack Engineer,Junior,1,0-1,"8,000.00",Remote/Egypt,Software House,B2C,5-10K,Technology,EGP,No site in Egypt
4/2/2024 13:39:39,Female,Yes,Regional,"Java, JavaScript",A Start-up,QA / SDET Engineer,Senior,5,3-5,"130,950.00",Remote/Abroad,Product-based company,B2C,120-140K,E commerce,Another currency (e.g USD),No site in Egypt
